dynasty_id,dynasty_name_tr,dynasty_name_ar,dynasty_name_en,parent_tribe_or_clan,ethnic_origin,region_primary,regions_all,capital_city,date_start_hijri,date_end_hijri,date_start_ce,date_end_ce,sub_branch,allied_dynasties,rival_dynasties,predecessor,successor,end_cause,migration_conquest_notes,chapter,notes,ethnic_tags,government_type,religious_orientation,importance_level,capital_lat,capital_lon,duration_years_approx,century_start,century_end,geographic_zone,region_center_lat,region_center_lon,region_bbox_n,region_bbox_s,region_bbox_e,region_bbox_w,governance_detail,religious_detail,military_system,economic_base,cultural_tags,historical_period
91,Selçuklular,al-Salājika,The Seljuqs,Kınık boyu (Oğuz Türkleri),Türk (Oğuz),"İran, Irak, Suriye, Kirmân",Horasan; İsfahan; Bağdat; Suriye; Kirmân; Mâverâünnehir (geçici),İsfahan (Büyük); Merv (erken); Şam (Suriye); Berdisîr (Kirmân),429,c. 590,1038,c. 1194,1. Büyük Selçuklular (İran ve Irak); 2. Suriye Selçukluları; 3. Kirmân Selçukluları,Abbâsîler (Sünnî ortaklık),Büveyhîler; Gazneliler; Fâtımîler; Hârezmşahlar; Haçlılar,Büveyhîler (Irak); Gazneliler (Horasan),Hârezmşahlar; İldenizliler; Zengîler; çeşitli atabeglikler,Büyük: Hârezmşah Tekiş son Irak Selçuklusunu yendi (590/1194); Suriye: Nûreddîn Zengî aldı (c. 511/1117); Kirmân: Oğuz isyanı (c. 583/1187),Tuğrul Bey Dandanakan'da Gaznelileri yendi (431/1040); Bağdat'ı aldı (447/1055); Alp Arslan Malazgirt'te Bizans'ı yendi (463/1071); Melikşâh İran İslam dünyasının zirvesi,"Chapter 11: Seljuqs, Dependants and Atabegs",EN ÖNEMLİ — İslam tarihinin dönüm noktası; Sünnî İslam'ın yeniden yükselişi; Nizâmiye medreseleri; atabeg sistemi; sikke bastılar; 3 ana kol,Türk,Atabeglik,Sünnî,Kritik,33.51,36.29,156,11,12,Mısır/Şam,37.0,60.0,40.0,33.0,72.0,50.0,Merkezi İmparatorluk,Sünnî Hanefî,İktâ Sistemi,İktâ/Vergi,Mimari;Edebiyat;Bilim/Rasathane,Selçuklu Çağı
92,Börîler (Büridîler),al-Būriyyūn,The Börids or Būrids,Türk (Selçuklu atabegleri),Türk,Şam,Şam ve çevresi,Şam (Dımaşk),497,549,1104,1154,,,Haçlılar; Zengîler; Fâtımîler,Selçuklu Suriye valileri (Tutuş kolu),Zengî Nûreddîn Şam'ı aldı (549/1154),Zengî Nûreddîn Mahmûd Şam'ı fethetti (549/1154),Tuğtegin Selçuklu Tutuş'un atabeği; Şam'da bağımsız hanedan,"Chapter 11: Seljuqs, Dependants and Atabegs",Haçlı döneminde Şam'ın savunması; 50 yıl; sikke bastılar,Türk,Hanedan/Beylik,,Normal,33.51,36.29,50,12,12,Selçuklu Dünyası,30.3,57.1,32.0,28.0,59.0,55.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Ticaret/Transit,,Selçuklu Çağı
93,Zengîler,al-Zankiyyūn,The Zangids,Türk (Selçuklu atabegleri),Türk (Oğuz),"Musul, Halep, Şam, Cezîre",Musul; Halep; Şam; Sincar; Cezîre; Şehrizor,Musul; Halep (geçici); Şam (Nûreddîn),521,c. 648,1127,c. 1250,1. Musul ve Halep ana kolu; 2. Şam → Halep kolu; 3. Sincar kolu; 4. Cezîre kolu; 5. Şehrizor kolu,Abbâsîler; Selçuklular (başlangıçta),Haçlılar; Eyyûbîler; Artukîler,Selçuklu valileri,Eyyûbîler; Lu'lu'îler; Moğollar,Çeşitli: Ana kol Lu'lu'îlere (657/1259); diğer kollar Eyyûbî/Moğol baskısı,İmâdeddîn Zengî Musul atabeği (521/1127); oğlu Nûreddîn Mahmûd cihat hareketinin lideri; Edessa'nın geri alınması (539/1144),"Chapter 11: Seljuqs, Dependants and Atabegs",5 kol; Nûreddîn en önemlisi; cihat hareketinin öncüsü; Selâhaddîn Eyyûbî Nûreddîn'in emrinde yükseldi; sikke bastılar,Türk,Hanedan/Beylik,,Normal,33.51,36.29,123,12,13,Selçuklu Dünyası,33.0,48.0,40.0,30.0,55.0,40.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,İktâ/Vergi,Mimari,Selçuklu Çağı
94,Begteginîler,al-Bagtikīniyyūn,The Begtiginids,Türk (Zengî atabegleri),Türk,Erbil,Erbil ve çevresi,Erbil (Irbil),539,630,1144,1233,,Zengîler; Eyyûbîler,,Zengî valileri,Abbâsî doğrudan yönetimi,Son emirin ölümü; Abbâsîler devraldı,Zeyneddîn Ali Küçük Zengî hizmetinde Erbil valisi,"Chapter 11: Seljuqs, Dependants and Atabegs",Erbil atabegliği; Muzaffereddîn Gökbörü (kök börü) Haçlılara karşı Selâhaddîn ile; ünlü Mevlid kutlamaları; sikke bastılar,Türk,Atabeglik,,Normal,36.19,44.01,89,12,13,Selçuklu Dünyası,39.0,34.0,42.0,36.0,42.0,27.0,Merkezi İmparatorluk,Sünnî Hanefî,İktâ Sistemi,Ticaret/Transit,UNESCO Miras;Mimari;Edebiyat,Selçuklu Çağı
95,Lu'lu'îler,al-Lu'lu'iyyūn,The Lu'lu'ids,Ermeni kökenli gulâm,Ermeni (köle kökenli),Musul,Musul ve çevresi,Musul,631,660,1234,1262,,Eyyûbîler; Moğollar (geçici),,Zengîler (Musul),Moğol (İlhanlı) doğrudan yönetimi,Moğol Hülâgü'nün Bağdat'ı almasından sonra bölgesel tasfiye,Bedreddîn Lu'lu' Zengî gulâmı → Musul'da fiili yönetici → bağımsız,"Chapter 11: Seljuqs, Dependants and Atabegs",Ermeni kökenli köle; 30 yıl tek başına hüküm sürdü; sanat hamisi; sikke bastılar,Diğer,Hanedan/Beylik,,Normal,36.34,43.13,28,13,13,Selçuklu Dünyası,36.0,64.0,38.0,33.0,69.0,60.0,Merkezi İmparatorluk,Sünnî Hanefî,İktâ Sistemi,Ticaret/Transit,Mimari,Haçlı/Moğol
96,Artukîler (Artuklular),al-Artuqiyyūn,The Artuqids,Döğer boyu (Oğuz Türkleri),Türk (Oğuz),Güneydoğu Anadolu / Kuzey Mezopotamya,Hısn Keyfâ (Hasankeyf); Âmid (Diyarbakır); Harput; Mardin; Meyyâfârikîn,Hısn Keyfâ; Mardin; Harput,c. 495,c. 811,c. 1102,c. 1408,1. Hısn Keyfâ ve Âmid kolu; 2. Harput kolu; 3. Mardin ve Meyyâfârikîn kolu,Selçuklular; Eyyûbîler (geçici),Haçlılar; Zengîler; Eyyûbîler; Moğollar; Karakoyunlular,Selçuklu sınır beyleri,Karakoyunlu/Akkoyunlu/Osmanlı,Hısn Keyfâ: Eyyûbî (c. 629/1232); Harput: Selçuklu (c. 631/1234); Mardin: Karakoyunlu (c. 811/1408),Artuk b. Eksük Büyük Selçuklu emiri; oğulları Haçlı sınırında beylikler kurdu,"Chapter 11: Seljuqs, Dependants and Atabegs",3 kol; 300+ yıl; Hasankeyf ve Mardin önemli kaleler; zengin sikke geleneği; Necmeddîn Alpı ve İlgāzī önemli beyler,Türk,Hanedan/Beylik,,Normal,37.31,40.73,306,12,15,Selçuklu Dünyası,42.0,59.0,44.0,37.0,65.0,53.0,Merkezi İmparatorluk,Sünnî Hanefî,İktâ Sistemi,Ticaret/Transit,Mimari,Haçlı/Moğol
97,Şâh-ı Armenîler (Sökmenliler),Shāh-i Arman,The Shāh-i Armanids,Türk (Selçuklu emîrleri),Türk,Ahlat (Van Gölü),Ahlat; Erzen; Van Gölü çevresi,Ahlat,c. 493,c. 604,c. 1100,c. 1207,1. Sökmenîler; 2. Sökmenî köle komutanları,Selçuklular,Gürcüler; Eyyûbîler,Selçuklu sınır beyleri,Eyyûbî Melik Eşref (604/1207),Eyyûbî fethi (c. 604/1207),Sökmen el-Kutbî Selçuklu emiri; Ahlat'ta bağımsız beylik; Şâh-ı Armen (Ermenilerin Şahı) unvanı,"Chapter 11: Seljuqs, Dependants and Atabegs",Van Gölü bölgesi stratejik; Ahlat önemli ticaret merkezi; sikke bastılar; 100+ yıl,Türk,Hanedan/Beylik,,Normal,38.75,42.48,107,11,13,Selçuklu Dünyası,37.0,62.0,40.0,34.0,70.0,52.0,Merkezi İmparatorluk,Sünnî Hanefî,İktâ Sistemi,Madencilik,UNESCO Miras;Mimari,Selçuklu Çağı
98,Ahmedîlîler,al-Ahmadīliyyūn,The Ahmadīlīs,Türk/Kürt (?),Türk veya Kürt,Merâga,Merâga; Azerbaycan (kısmen),Merâga,c. 510,c. 607,c. 1116,c. 1210,,Selçuklular; İldenizliler,,Selçuklu valileri,Hârezmşah / Moğol,Hârezmşah/Moğol baskısı,Aksungur el-Ahmedîlî Selçuklu hizmetinde Merâga atabeği,"Chapter 11: Seljuqs, Dependants and Atabegs",Merâga atabegliği; küçük hanedan; sikke bastılar,Türk|İranî|Kürt,Atabeglik,,Düşük,37.39,46.22,94,12,13,Selçuklu Dünyası,37.0,62.0,40.0,35.0,68.0,55.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Selçuklu Çağı
99,İldenizliler (Eldigüzlüler),al-Ildikiziyyūn,The Eldigüzids or Ildegizids,Türk (Kıpçak kökenli gulâm),Türk (Kıpçak),Azerbaycan ve Errân,Azerbaycan; Tebriz; Hemedân; Errân (Gence); Nahçıvan; İsfahan (geçici),Tebriz; Nahçıvan; Hemedân,531,622,1137,1225,,Selçuklular (atabeg olarak),Gürcüler; Şirvanşahlar; Hârezmşahlar,Selçuklu Irak Sultanlığı (vasalı),Hârezmşah fethi (622/1225),Hârezmşah Celâleddîn tarafından yıkıldı (622/1225),Şemseddîn İldeniz Selçuklu gulâmı → Azerbaycan atabeği; Irak Selçuklularının fiili yöneticisi; Cihan Pehlivan en güçlü,"Chapter 11: Seljuqs, Dependants and Atabegs",Azerbaycan Atabekleri olarak da bilinir; Irak Selçuklularını kontrol ettiler; Gürcülere karşı mücadele; sikke bastılar,Türk,Hanedan/Beylik,,Normal,38.08,46.29,88,12,13,Kafkasya/Batı İran,33.5,48.0,38.0,29.0,54.0,43.0,Merkezi İmparatorluk,Sünnî Hanefî,Atlı Göçebe,Ticaret/Transit,Bilim/Rasathane;Mimari;Edebiyat,Moğol
100,Bâdûspânîler,al-Bādūspāniyyūn,The Bādūspānids,Bâdûspân ailesi (yerel İranî),İranî (Taberistân/Rûyân),Rûyân (Taberistân batısı),Rûyân; Kucûr; Nûr,,c. 45,c. 974,c. 665,c. 1567,1. Birleşik beylik; 2. Kucûr Melikleri; 3. Nûr Melikleri,,Bâvendîler; Selçuklular; İlhanlılar; Safevîler,Sâsânî yerel beyleri,Safevî fethi,Safevîler tarafından tasfiye edildi (c. 974/1567),İslam öncesi İranî gelenek; Taberistân dağlık bölgesinde çok uzun ömürlü,"Chapter 11: Seljuqs, Dependants and Atabegs",~900 yıl — en uzun ömürlü hanedanlardan; 3 kol; yerel dağ beyliği; İslam öncesi İranî kökenler,Karışık/Bilinmeyen,Hanedan/Beylik,,Normal,36.56,53.06,902,7,16,Selçuklu Dünyası,36.5,53.0,37.5,35.5,54.5,51.0,Vasal Devlet,Şiî Zeydî,Karma Profesyonel,Tarım,,Selçuklu Çağı
101,İran Nizârî İsmâilîleri (Haşşâşîn),al-Nizāriyya fī Īrān,The Nizārī Ismā'īlīs or Assassins in Persia,İsmâilî Şiî mezhep yapısı,İranî/çeşitli,Elburz dağları (Alamut),Alamut; Rûdbâr; Kuhistan; Suriye (ayrıca bkz. No. 29),Alamut,483,654,1090,1256,,,Selçuklular; Abbâsîler; Moğollar,Fâtımî İsmâilî davet yapısı,Moğol İlhanlı yıkımı (654/1256),Moğol Hülâgü Alamut'u fethetti ve yıktı (654/1256),Hasan Sabbâh Alamut'u ele geçirdi (483/1090); suikast taktiği; dağ kaleleri ağı,"Chapter 11: Seljuqs, Dependants and Atabegs",Hasan Sabbâh figürü; Alamut kütüphanesi; suikast politikası; 'Yeni Davet' reformu; Moğollar tarafından yıkıldı; sikke bastılar,Karışık/Bilinmeyen,Hanedan/Beylik,,Normal,36.43,50.58,166,11,13,Selçuklu Dünyası,36.5,53.0,38.0,35.0,55.0,50.0,Vasal Devlet,Sünnî Şâfiî,Karma Profesyonel,Tarım,,Selçuklu Çağı
102,Hazâraspîler,al-Hazāraspiyyūn,The Hazāraspids,Şebânkâre Kürt/Lur aşireti,Kürt/Lur,Büyük Luristan,Luristan; İzec; Hûzistân (kısmen),İzec (İdec),c. 550,c. 827,c. 1155,c. 1424,,İlhanlılar (tâbiiyet),Salgurîler; Timurlular,Selçuklu vasalı,Timurlu/Karakoyunlu,Timurlu baskısı,Ebû Tâhir Büyük Luristan'da atabeg; Moğol istilasından sağ kurtuldular,"Chapter 11: Seljuqs, Dependants and Atabegs",270+ yıl; Luristan atabegliği; İlhanlı vasalı olarak hayatta kaldılar; sikke bastılar,İranî|Kürt,Atabeglik,,Normal,32.07,49.86,269,12,15,Selçuklu Dünyası,32.0,49.5,33.0,31.0,51.0,48.0,Atabeglik/Naiplik,Atabeglik (Sünnî Hanefî),İktâ Sistemi,Tarım,,Moğol Sonrası
103,Salgurîler (Fars Atabekleri),al-Salghuriyyūn,The Salghurids,Salgur (Salur) boyu (Oğuz Türkleri),Türk (Oğuz),Fars,Fars; Şîraz,Şîraz,c. 543,c. 668,c. 1148,c. 1270,,Selçuklular (başlangıçta); İlhanlılar (geç),Hârezmşahlar,Selçuklu Fars valileri,İlhanlı doğrudan yönetimi; İncûîler,İlhanlı doğrudan kontrolü,Sungur b. Mevdûd Selçuklu hizmetinde Fars atabeği,"Chapter 11: Seljuqs, Dependants and Atabegs","Fars Atabekleri; ~120 yıl; Şîraz'da kültür hamiliği; Sa'dî döneminde (Gülistân, Bostân); Ebûbekir b. Sa'd en güçlü; sikke bastılar",Türk,Hanedan/Beylik,,Yüksek,29.59,52.58,122,12,13,Selçuklu Dünyası,37.0,55.0,40.0,32.0,60.0,48.0,Federal/Konfederasyon,Sünnî Hanefî,İktâ Sistemi,Ticaret/Transit,Edebiyat,Haçlı/Moğol
104,Yezd Atabekleri,Atābikān-i Yazd,The Atabegs of Yazd,Kâkûyî kolu,İranî (Deylemi),Yezd,Yezd,Yezd,c. 536,c. 718,c. 1141,c. 1318,,Selçuklular; İlhanlılar,,Kâkûyîler (Yezd kolu),İlhanlı Muzafferîler,İlhanlı Muzafferî hanedanı devraldı,Kâkûyî ailesinin Yezd kolu atabeg unvanıyla devam etti,"Chapter 11: Seljuqs, Dependants and Atabegs",Kâkûyî devamı; ~180 yıl; küçük yerel hanedan; Yezd Tarih-i Cedîd kaynağı,İranî,Hanedan/Beylik,,Düşük,31.9,54.37,177,12,14,Selçuklu Dünyası,31.9,54.4,33.0,30.5,56.0,53.0,Atabeglik/Naiplik,Sünnî Hanefî,İktâ Sistemi,Ticaret/Transit,Mimari,Haçlı/Moğol
105,Kutlughanîler,al-Qutlughkhāniyyūn,The Qutlughkhānids,Türk/Moğol (?),Türk,Kirmân,Kirmân,Berdisîr / Kirmân,619,c. 703,1222,c. 1303,,Moğollar (tâbiiyet),,Oğuz beyler / Selçuklu Kirmân artıkları,İlhanlı doğrudan yönetimi; Muzafferîler,İlhanlı doğrudan kontrolü,Berâk Hâcib Hârezmşah hizmetinde; Moğollarla anlaştı; Kirmân'da hüküm,"Chapter 11: Seljuqs, Dependants and Atabegs",~80 yıl; Moğol vasalı; Kirmân'da; Kutb al-Dîn kadın hükümdar (Türkân Hâtûn); sikke bastılar,Türk,Hanlık,,Normal,30.27,57.08,81,13,14,Selçuklu Dünyası,30.3,57.0,32.0,28.0,59.0,55.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Ticaret/Transit,,Moğol Sonrası
106,Nimrûz Melikleri,Mulūk Nimrūz,The Maliks of Nimrūz,1. Nasrîler; 2. Mihrabânîler,İranî (Sîstânlı) / Kürt,Sîstân (Nimrûz),Sîstân; Nimrûz,Zerenc (Zarang),c. 350,c. 891,c. 961,c. 1486,1. Nasrîler; 2. Mihrabânîler,Gazneliler; Selçuklular; İlhanlılar,Saffârîler; Gurlular; Timurlular,Saffârîler,Timurlu yönetimi,Timurlu baskısı,Sîstân'da yerel melik aileleri; Gazneli/Selçuklu/Moğol tâbiiyetinde yaşamaya devam ettiler,"Chapter 11: Seljuqs, Dependants and Atabegs",2 kol; 500+ yıl; Sîstân yerel beyleri; Tâceddîn Harb en önemli Mihrabânî; sikke bastılar,İranî|Kürt,Hanedan/Beylik,,Normal,30.95,61.87,525,10,15,Selçuklu Dünyası,38.0,58.0,42.0,35.0,62.0,52.0,Merkezi İmparatorluk,Sünnî Hanefî,Karma Profesyonel,Ticaret/Transit,UNESCO Miras;Kütüphane;Edebiyat;Mimari;Bilim/Rasathane;Hat Sanatı,Timurlu
107,Anadolu Selçukluları (Rûm Selçukluları),Salājiqa al-Rūm,The Seljuqs of Rūm,Kınık boyu (Oğuz),Türk (Oğuz),Anadolu,Konya; İznik; Kayseri; Sivas; Antalya; Sinop; Erzurum,İznik (erken); Konya,470,c. 707,1077,c. 1307,,,Bizans; Haçlılar; Dânişmendliler; Moğollar/İlhanlılar,Büyük Selçuklu sınır beyleri,Anadolu beylikleri; İlhanlı vasallığı → Osmanlılar,Moğol İlhanlı vasallığı (641/1243 Kösedağ); fiili bağımsızlık kaybı; c. 707/1307 son sultan,Süleymân b. Kutulmuş Malazgirt sonrası Anadolu'da bağımsız; İznik başkent (1077); Haçlılar İznik'i aldı → Konya'ya taşındı; I. Alâeddîn Keykubâd zirvesi,Chapter 12: Turks in Anatolia,"~230 yıl; Anadolu'nun Türkleşmesi ve İslamlaşması; kervansaraylar, medreseler; Mevlânâ Celâleddîn Rûmî dönemi; Kösedağ (641/1243) Moğollara yenilgi; sikke bastılar",Türk,Hanedan/Beylik,,Normal,37.87,32.48,230,11,14,Anadolu,30.0,55.0,40.0,25.0,62.0,44.0,Merkezi İmparatorluk,Şiî İsnâaşerî,Karma Profesyonel,Ticaret/Transit,UNESCO Miras;Mimari;Edebiyat;Hat Sanatı;Bilim/Rasathane,Erken Modern
108,Dânişmendliler,al-Dānishmandiyyūn,The Dānishmendids,Türkmen,Türk,Kuzey-Orta Anadolu,Sivas; Tokat; Niksar; Malatya; Elbistan; Kayseri (geçici),Sivas; Niksar,c. 464,c. 573,c. 1071,c. 1178,1. Sivas kolu; 2. Malatya ve Elbistan kolu,,Anadolu Selçukluları; Haçlılar; Bizans,Büyük Selçuklu sınır beyleri,Anadolu Selçuklu ilhakı,Anadolu Selçuklu II. Kılıç Arslan tarafından ilhak edildi,Dânişmend Gâzî (Ahmed Gâzî) Haçlılara karşı mücadele; Dânişmendnâme destanı,Chapter 12: Turks in Anatolia,2 kol; ~110 yıl; Dânişmend Gâzî efsanevi figür; Haçlılara karşı başarılı savunma; sikke bastılar,Türk,Hanedan/Beylik,,Normal,39.75,37.02,107,11,12,Anadolu,33.0,52.0,40.0,27.0,60.0,44.0,Merkezi İmparatorluk,Sünnî Hanefî,Atlı Göçebe,Haraç/Vergi,,Selçuklu Çağı
109,Mengücekliler,al-Mankūjakiyyūn,The Mengüjekids,Türkmen,Türk,Doğu-Orta Anadolu,Erzincan; Kemah; Divriği,Erzincan; Divriği,c. 464,c. 650,c. 1071,c. 1252,1. Erzincan ve Kemah kolu; 2. Divriği kolu,,Anadolu Selçukluları,Büyük Selçuklu sınır beyleri,Anadolu Selçuklu ilhakı,Anadolu Selçuklu ilhakı,Mengücek Gâzî Malazgirt sonrası Erzincan-Divriği bölgesinde,Chapter 12: Turks in Anatolia,2 kol; Divriği Ulu Camii ve Darüşşifası UNESCO Miras Listesi'nde; sikke bastılar,Türk,Hanedan/Beylik,,Normal,39.75,39.49,181,11,13,Anadolu,30.0,52.5,35.0,26.0,56.0,48.0,Merkezi İmparatorluk,Şiî İsnâaşerî,Kabile Ordusu,Ticaret/Transit,Edebiyat;Mimari,Selçuklu Çağı
110,Saltuklular,al-Saltūqiyyūn,The Saltuqids,Türkmen,Türk,Kuzeydoğu Anadolu,Erzurum; Kars (geçici); Bayburt,Erzurum,c. 464,c. 599,c. 1071,c. 1202,,,Gürcüler; Anadolu Selçukluları,Büyük Selçuklu sınır beyleri,Anadolu Selçuklu ilhakı (I. Rükneddîn Süleymân Şâh),Anadolu Selçuklu ilhakı (c. 599/1202),Saltuk Gâzî Malazgirt sonrası Erzurum bölgesinde,Chapter 12: Turks in Anatolia,~130 yıl; Erzurum merkezli; Gürcülere karşı sınır savunması; sikke bastılar,Türk,Hanedan/Beylik,,Normal,39.91,41.28,131,11,13,Anadolu,34.0,52.0,40.0,25.0,63.0,44.0,Merkezi İmparatorluk,Şiî İsnâaşerî,Karma Profesyonel,Ticaret/Transit,Mimari;Edebiyat,Selçuklu Çağı
111,Karasi Oğulları,Qarasī Oghullarī,The Qarasi (Karasi) Oghullari,Karası/Karesi Türkmen beyliği,Türk,Batı Anadolu (Balıkesir/Çanakkale),Balıkesir; Çanakkale; Bergama,Balıkesir,c. 697,c. 761,c. 1297,c. 1360,,,Osmanlılar,Anadolu Selçuklu uç beyleri,Osmanlı ilhakı,Osmanlı Orhan Gâzî / I. Murad tarafından ilhak edildi,,Chapter 12: Turks in Anatolia,Kısa ömürlü; Osmanlıların ilk ilhak ettiği beyliklerden,Türk,Beylik,,Düşük,39.65,27.89,63,13,14,Anadolu,34.0,52.0,40.0,25.0,63.0,44.0,Merkezi İmparatorluk,Şiî İsnâaşerî,Karma Profesyonel,Petrol,,Moğol Sonrası
112,Saruhanoğulları,Sarūkhān Oghullarī,The Sarukhan Oghullari,Saruhan Türkmen beyliği,Türk,Batı Anadolu (Manisa),Manisa; Magnesia,Manisa (Magnesia),c. 710,c. 812,c. 1310,c. 1410,,,Osmanlılar,Anadolu Selçuklu uç beyleri,Osmanlı ilhakı,Osmanlı I. Bayezid ilhakı; Timur sonrası kısa canlanma; kesin Osmanlı ilhakı,,Chapter 12: Turks in Anatolia,~100 yıl; Manisa merkezli; denizcilik faaliyetleri; sikke bastılar,Türk,Hanlık|Beylik,,Normal,38.61,27.43,100,14,15,Anadolu,39.0,44.0,40.5,37.0,46.0,42.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Moğol Sonrası
113,Aydınoğulları,Aydīn Oghullarī,The Aydın Oghullari,Aydınoğlu Türkmen beyliği,Türk,Batı Anadolu (İzmir/Aydın),Birgi; Ayasuluk (Efes); İzmir; Aydın,Birgi; Ayasuluk,c. 708,c. 829,c. 1308,c. 1426,,,Osmanlılar; Haçlı deniz ittifakı (Smyrna),Anadolu Selçuklu uç beyleri,Osmanlı II. Murad ilhakı,Osmanlı ilhakı (I. Bayezid; Timur sonrası canlanma; kesin ilhak c. 829/1426),Mehmed Bey Germiyanlı vasalı olarak İzmir bölgesini fethetti; Umur Bey denizci gâzî,Chapter 12: Turks in Anatolia,Umur Bey (Gâzî) ünlü denizci; Haçlı filosuna karşı mücadele; İbn Battuta ziyareti; sikke bastılar,Türk,Beylik,,Normal,38.25,28.09,118,14,15,Anadolu,38.0,44.5,40.5,36.5,46.0,42.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Moğol Sonrası
114,Menteşeoğulları,Mantasha Oghullarī,The Menteshe Oghullari,Menteşe Türkmen beyliği,Türk,Güneybatı Anadolu (Muğla),Muğla; Milas; Beçin; Fethiye,Milas; Beçin,c. 680,c. 827,c. 1281,c. 1424,,,Osmanlılar,Anadolu Selçuklu uç beyleri,Osmanlı ilhakı,Osmanlı ilhakı,Menteşe Bey Karia bölgesini fethetti,Chapter 12: Turks in Anatolia,~140 yıl; denizcilik; Rodos Şövalyeleri ile mücadele; sikke bastılar,Türk,Beylik,,Normal,37.31,27.78,143,13,15,Anadolu,38.5,39.7,39.5,37.5,41.0,38.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,Mimari,Moğol Sonrası
115,İnançoğulları,Inānj Oghullarī,The Inanj Oghullari,İnanç Türkmen beyliği,Türk,"Batı Anadolu (Kütahya çevresi, Denizli)",Denizli; Lâdik (Laodikeia),Denizli (Lâdik),c. 670,c. 770,c. 1261,c. 1368,,,Germiyanlılar,Anadolu Selçuklu uç beyleri,Germiyanlı/Osmanlı ilhakı,Germiyanlı ilhakı,,Chapter 12: Turks in Anatolia,Küçük beylik; Denizli merkezli,Türk,Beylik,,Düşük,37.77,29.08,107,13,14,Anadolu,37.8,29.0,38.5,37.0,30.0,28.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Moğol Sonrası
116,Germiyanoğulları,Kirmiyān Oghullarī,The Germiyan Oghullari,Germiyan Türkmen beyliği,Türk,Batı-İç Anadolu (Kütahya),Kütahya,Kütahya,c. 699,c. 832,c. 1300,c. 1429,,Osmanlılar (evlilik ittifakı),Osmanlılar (geç),Anadolu Selçuklu uç beyleri,Osmanlı II. Murad ilhakı (vasiyet yoluyla),Son bey II. Yakub vasiyetle Kütahya'yı Osmanlılara bıraktı (c. 832/1429),,Chapter 12: Turks in Anatolia,~130 yıl; Kütahya merkezli; II. Yakub'un Osmanlı'ya vasiyeti; Şeyhî (şair) dönemi; sikke bastılar,Türk,Beylik,,Normal,39.42,29.98,129,13,15,Anadolu,38.7,43.3,39.5,37.5,44.5,42.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Moğol Sonrası
117,Sâhib Ataoğulları,Sāhib Atā Oghullarī,The Sāhib Atā Oghullari,Sâhib Ata Fahreddin Ali ailesi,Türk/İranî (?),Batı Anadolu (Karahisar-ı Sâhib / Afyon),Afyonkarahisar; Bolvadin,Karahisar-ı Sâhib (Afyon),c. 676,c. 741,c. 1277,c. 1341,,İlhanlılar,Germiyanlılar,Anadolu Selçuklu vezirliği,Germiyanlı/Osmanlı,Germiyanlı baskısı,Sâhib Ata Fahreddin Ali Anadolu Selçuklu veziri; oğulları beylik kurdular,Chapter 12: Turks in Anatolia,Selçuklu vezir ailesinden beylik; kısa ömürlü,Türk,Beylik,,Düşük,38.74,30.54,64,13,14,Anadolu,37.0,42.0,39.0,35.5,44.5,38.0,Atabeglik/Naiplik,Sünnî Hanefî,İktâ Sistemi,Tarım,Mimari,Moğol Sonrası
118,Hamidoğulları ve Teke Oğulları,Hamīd Oghullarī wa-Takka Oghullarī,The Hamid Oghullari and the Tekke Oghullari,Hamid Türkmen beyliği,Türk,Güney-Batı Anadolu,Eğirdir; Isparta; Antalya (Teke),Eğirdir (Hamid); Antalya (Teke),c. 700,c. 826,c. 1301,c. 1423,1. Hamidoğulları (Eğirdir); 2. Teke Oğulları (Antalya),,Osmanlılar,Anadolu Selçuklu uç beyleri,Osmanlı ilhakı,I. Bayezid ilhakı; Timur sonrası canlanma; kesin Osmanlı ilhakı,,Chapter 12: Turks in Anatolia,2 kol; Eğirdir gölü kıyısı ve Antalya bölgesi; I. Murad Hamid topraklarını satın aldı; sikke bastılar,Türk,Beylik,,Normal,37.88,30.86,122,14,15,Anadolu,37.5,42.0,39.0,36.0,44.0,38.0,Gulâm/Köle Hanedanı,Sünnî Hanefî,Gulâm/Memlûk Sistemi,Ticaret/Transit,Edebiyat;Mimari,Moğol Sonrası
